Assembly	contigs
# contigs (>= 0 bp)	189
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	40384
Total length (>= 1000 bp)	2299
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	12
Largest contig	1206
Total length	9771
Reference length	29903
GC (%)	36.59
Reference GC (%)	37.97
N50	835
N75	705
L50	5
L75	9
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	32.462
Duplication ratio	1.007
# N's per 100 kbp	0.00
# mismatches per 100 kbp	0.00
# indels per 100 kbp	10.30
# genomic features	8 + 13 part
Largest alignment	1206
Total aligned length	9770
NA50	835
NGA50	-
NA75	705
LA50	5
LA75	9
