Assembly	contigs
# contigs (>= 0 bp)	2019
# contigs (>= 1000 bp)	1
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	493016
Total length (>= 1000 bp)	1302
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	8
Largest contig	1302
Total length	5238
Reference length	29903
GC (%)	39.58
Reference GC (%)	37.97
N50	601
N75	522
L50	3
L75	6
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	5 + 0 part
Unaligned length	2690
Genome fraction (%)	8.521
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	117.74
# indels per 100 kbp	0.00
# genomic features	0 + 17 part
Largest alignment	1302
Total aligned length	2548
NGA50	-
