Assembly	contigs
# contigs (>= 0 bp)	59
# contigs (>= 1000 bp)	0
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	20076
Total length (>= 1000 bp)	0
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	12
Largest contig	839
Total length	7537
Reference length	29903
GC (%)	38.80
Reference GC (%)	37.97
N50	603
N75	560
L50	6
L75	9
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	25.205
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	13.27
# indels per 100 kbp	0.00
# genomic features	0 + 17 part
Largest alignment	839
Total aligned length	7537
NA50	603
NGA50	-
NA75	560
LA50	6
LA75	9
