Assembly	contigs
# contigs (>= 0 bp)	21
# contigs (>= 1000 bp)	0
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	6017
Total length (>= 1000 bp)	0
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	586
Total length	1104
Reference length	29903
GC (%)	41.85
Reference GC (%)	37.97
N50	586
N75	518
L50	1
L75	2
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	518
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	3.672
Duplication ratio	1.005
# N's per 100 kbp	0.00
# mismatches per 100 kbp	91.07
# indels per 100 kbp	0.00
# genomic features	0 + 13 part
Largest alignment	580
Total aligned length	1098
NA50	580
NGA50	-
NA75	410
LA50	1
LA75	2
