Assembly	contigs
# contigs (>= 0 bp)	39
# contigs (>= 1000 bp)	12
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	31857
Total length (>= 1000 bp)	21450
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	21
Largest contig	2681
Total length	28110
Reference length	29903
GC (%)	37.89
Reference GC (%)	37.97
N50	1871
NG50	1545
N75	1042
NG75	998
L50	6
LG50	7
L75	12
LG75	13
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.820
Duplication ratio	1.013
# N's per 100 kbp	0.00
# mismatches per 100 kbp	28.82
# indels per 100 kbp	0.00
# genomic features	12 + 25 part
Largest alignment	2681
Total aligned length	28108
NA50	1871
NGA50	1545
NA75	1042
NGA75	998
LA50	6
LGA50	7
LA75	12
LGA75	13
