Assembly	contigs
# contigs (>= 0 bp)	95
# contigs (>= 1000 bp)	1
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	27566
Total length (>= 1000 bp)	1266
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	8
Largest contig	1266
Total length	5473
Reference length	29903
GC (%)	38.15
Reference GC (%)	37.97
N50	625
N75	583
L50	4
L75	6
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	18.048
Duplication ratio	1.014
# N's per 100 kbp	0.00
# mismatches per 100 kbp	37.06
# indels per 100 kbp	18.53
# genomic features	0 + 13 part
Largest alignment	1266
Total aligned length	5466
NA50	625
NGA50	-
NA75	583
LA50	4
LA75	6
