Assembly	contigs
# contigs (>= 0 bp)	596
# contigs (>= 1000 bp)	0
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	85327
Total length (>= 1000 bp)	0
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4
Largest contig	771
Total length	2454
Reference length	29903
GC (%)	37.08
Reference GC (%)	37.97
N50	607
N75	550
L50	2
L75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	8.227
Duplication ratio	0.998
# N's per 100 kbp	0.00
# mismatches per 100 kbp	0.00
# indels per 100 kbp	40.65
# genomic features	0 + 13 part
Largest alignment	771
Total aligned length	2454
NA50	607
NGA50	-
NA75	550
LA50	2
LA75	3
