Assembly	contigs
# contigs (>= 0 bp)	25
# contigs (>= 1000 bp)	0
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9534
Total length (>= 1000 bp)	0
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3
Largest contig	642
Total length	1733
Reference length	29903
GC (%)	38.08
Reference GC (%)	37.97
N50	552
N75	539
L50	2
L75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	5.795
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	57.70
# indels per 100 kbp	0.00
# genomic features	0 + 9 part
Largest alignment	642
Total aligned length	1733
NA50	552
NGA50	-
NA75	539
LA50	2
LA75	3
