Assembly	contigs
# contigs (>= 0 bp)	119
# contigs (>= 1000 bp)	0
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	35410
Total length (>= 1000 bp)	0
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	10
Largest contig	990
Total length	6620
Reference length	29903
GC (%)	38.78
Reference GC (%)	37.97
N50	736
N75	539
L50	4
L75	7
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	22.021
Duplication ratio	1.005
# N's per 100 kbp	0.00
# mismatches per 100 kbp	60.74
# indels per 100 kbp	15.19
# genomic features	0 + 13 part
Largest alignment	990
Total aligned length	6584
NA50	736
NGA50	-
NA75	530
LA50	4
LA75	7
