Assembly	contigs
# contigs (>= 0 bp)	58
# contigs (>= 1000 bp)	4
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29271
Total length (>= 1000 bp)	4875
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	19
Largest contig	1324
Total length	15360
Reference length	29903
GC (%)	37.61
Reference GC (%)	37.97
N50	716
NG50	551
N75	676
L50	8
LG50	19
L75	13
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	50.915
Duplication ratio	1.009
# N's per 100 kbp	0.00
# mismatches per 100 kbp	59.11
# indels per 100 kbp	0.00
# genomic features	4 + 21 part
Largest alignment	1324
Total aligned length	15351
NA50	713
NGA50	551
NA75	676
LA50	8
LGA50	19
LA75	13
